Ref_Date,GEO,DATE,Vector,Coordinate,Value
1946,Manitoba,"At December 1 (x 1,000)",v62228,7.2,210.0
1947,Manitoba,"At December 1 (x 1,000)",v62228,7.2,178.0
1948,Manitoba,"At December 1 (x 1,000)",v62228,7.2,165.0
1949,Manitoba,"At December 1 (x 1,000)",v62228,7.2,152.0
1950,Manitoba,"At December 1 (x 1,000)",v62228,7.2,138.0
1951,Manitoba,"At December 1 (x 1,000)",v62228,7.2,118.0
1952,Manitoba,"At December 1 (x 1,000)",v62228,7.2,99.0
1953,Manitoba,"At December 1 (x 1,000)",v62228,7.2,92.0
1954,Manitoba,"At December 1 (x 1,000)",v62228,7.2,85.0
1955,Manitoba,"At December 1 (x 1,000)",v62228,7.2,78.0
1956,Manitoba,"At December 1 (x 1,000)",v62228,7.2,73.0
1957,Manitoba,"At December 1 (x 1,000)",v62228,7.2,69.0
1958,Manitoba,"At December 1 (x 1,000)",v62228,7.2,62.0
1959,Manitoba,"At December 1 (x 1,000)",v62228,7.2,59.0
1960,Manitoba,"At December 1 (x 1,000)",v62228,7.2,55.0
1961,Manitoba,"At December 1 (x 1,000)",v62228,7.2,49.0
1962,Manitoba,"At December 1 (x 1,000)",v62228,7.2,46.0
1963,Manitoba,"At December 1 (x 1,000)",v62228,7.2,44.0
1964,Manitoba,"At December 1 (x 1,000)",v62228,7.2,42.0
1965,Manitoba,"At December 1 (x 1,000)",v62228,7.2,40.0
1966,Manitoba,"At December 1 (x 1,000)",v62228,7.2,36.0
1967,Manitoba,"At December 1 (x 1,000)",v62228,7.2,36.0
1968,Manitoba,"At December 1 (x 1,000)",v62228,7.2,36.0
1969,Manitoba,"At December 1 (x 1,000)",v62228,7.2,38.0
1970,Manitoba,"At December 1 (x 1,000)",v62228,7.2,34.0
1971,Manitoba,"At December 1 (x 1,000)",v62228,7.2,33.1
1972,Manitoba,"At December 1 (x 1,000)",v62228,7.2,32.0
1906,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,240.6
1907,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,300.6
1908,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,360.7
1909,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,387.4
1910,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,462.2
1911,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,507.5
1912,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,575.7
1913,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,644.6
1914,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,728.8
1915,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,811.9
1916,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,834.2
1917,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,856.5
1918,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,948.4
1919,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1018.7
1920,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1048.3
1921,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1077.9
1922,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1055.0
1923,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1049.3
1924,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1080.6
1925,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1080.3
1926,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1104.3
1927,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1080.8
1928,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1065.8
1929,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1057.8
1930,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,1023.9
1931,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,997.4
1932,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,962.0
1933,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,944.4
1934,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,928.6
1935,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,929.1
1936,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,898.3
1937,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,862.7
1938,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,790.8
1939,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,779.4
1940,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,786.6
1941,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,800.7
1942,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,801.0
1943,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,765.0
1944,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,729.0
1945,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,665.0
1946,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,570.4
1947,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,493.0
1948,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,440.0
1949,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,398.0
1950,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,355.0
1951,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,303.9
1952,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,280.0
1953,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,254.0
1954,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,197.0
1955,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,180.0
1956,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,170.7
1957,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,160.0
1958,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,148.0
1959,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,132.0
1960,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,120.0
1961,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,110.3
1962,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,98.0
1963,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,89.0
1964,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,83.0
1965,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,78.0
1966,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,74.7
1967,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,67.0
1968,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,61.0
1969,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,58.0
1970,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,67.0
1971,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,65.1
1972,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,67.0
1973,Saskatchewan,"At June 1 (x 1,000)",v62219,8.1,64.0
1941,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,786.0
1942,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,782.0
1943,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,760.0
1944,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,717.0
1945,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,655.0
1946,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,555.0
1947,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,469.0
1948,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,413.0
1949,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,380.0
1950,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,326.0
1951,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,295.0
1952,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,279.0
1953,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,224.0
1954,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,193.0
1955,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,173.0
1956,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,164.0
1957,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,153.0
1958,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,139.0
1959,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,126.0
1960,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,114.0
1961,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,104.0
1962,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,92.0
1963,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,85.0
1964,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,82.0
1965,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,78.0
1966,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,69.0
1967,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,61.0
1968,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,57.0
1969,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,66.0
1970,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,68.0
1971,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,66.0
1972,Saskatchewan,"At December 1 (x 1,000)",v62229,8.2,64.0
1906,Alberta,"At June 1 (x 1,000)",v62220,9.1,226.5
1907,Alberta,"At June 1 (x 1,000)",v62220,9.1,255.0
1908,Alberta,"At June 1 (x 1,000)",v62220,9.1,280.9
1909,Alberta,"At June 1 (x 1,000)",v62220,9.1,314.5
1910,Alberta,"At June 1 (x 1,000)",v62220,9.1,365.1
1911,Alberta,"At June 1 (x 1,000)",v62220,9.1,407.2
1912,Alberta,"At June 1 (x 1,000)",v62220,9.1,429.5
1913,Alberta,"At June 1 (x 1,000)",v62220,9.1,483.2
1914,Alberta,"At June 1 (x 1,000)",v62220,9.1,539.0
1915,Alberta,"At June 1 (x 1,000)",v62220,9.1,585.6
1916,Alberta,"At June 1 (x 1,000)",v62220,9.1,629.5
1917,Alberta,"At June 1 (x 1,000)",v62220,9.1,660.2
1918,Alberta,"At June 1 (x 1,000)",v62220,9.1,720.5
1919,Alberta,"At June 1 (x 1,000)",v62220,9.1,763.5
1920,Alberta,"At June 1 (x 1,000)",v62220,9.1,770.6
1921,Alberta,"At June 1 (x 1,000)",v62220,9.1,806.2
1922,Alberta,"At June 1 (x 1,000)",v62220,9.1,785.4
1923,Alberta,"At June 1 (x 1,000)",v62220,9.1,772.7
1924,Alberta,"At June 1 (x 1,000)",v62220,9.1,787.5
1925,Alberta,"At June 1 (x 1,000)",v62220,9.1,783.9
1926,Alberta,"At June 1 (x 1,000)",v62220,9.1,784.3
1927,Alberta,"At June 1 (x 1,000)",v62220,9.1,773.0
1928,Alberta,"At June 1 (x 1,000)",v62220,9.1,761.0
1929,Alberta,"At June 1 (x 1,000)",v62220,9.1,764.8
1930,Alberta,"At June 1 (x 1,000)",v62220,9.1,740.0
1931,Alberta,"At June 1 (x 1,000)",v62220,9.1,731.7
1932,Alberta,"At June 1 (x 1,000)",v62220,9.1,725.8
1933,Alberta,"At June 1 (x 1,000)",v62220,9.1,706.3
1934,Alberta,"At June 1 (x 1,000)",v62220,9.1,698.9
1935,Alberta,"At June 1 (x 1,000)",v62220,9.1,692.1
1936,Alberta,"At June 1 (x 1,000)",v62220,9.1,677.0
1937,Alberta,"At June 1 (x 1,000)",v62220,9.1,660.0
1938,Alberta,"At June 1 (x 1,000)",v62220,9.1,645.1
1939,Alberta,"At June 1 (x 1,000)",v62220,9.1,652.1
1940,Alberta,"At June 1 (x 1,000)",v62220,9.1,649.1
1941,Alberta,"At June 1 (x 1,000)",v62220,9.1,649.2
1942,Alberta,"At June 1 (x 1,000)",v62220,9.1,640.0
1943,Alberta,"At June 1 (x 1,000)",v62220,9.1,614.0
1944,Alberta,"At June 1 (x 1,000)",v62220,9.1,583.0
1945,Alberta,"At June 1 (x 1,000)",v62220,9.1,537.0
1946,Alberta,"At June 1 (x 1,000)",v62220,9.1,469.0
1947,Alberta,"At June 1 (x 1,000)",v62220,9.1,406.0
1948,Alberta,"At June 1 (x 1,000)",v62220,9.1,367.0
1949,Alberta,"At June 1 (x 1,000)",v62220,9.1,334.0
1950,Alberta,"At June 1 (x 1,000)",v62220,9.1,298.0
1951,Alberta,"At June 1 (x 1,000)",v62220,9.1,261.1
1952,Alberta,"At June 1 (x 1,000)",v62220,9.1,240.0
1953,Alberta,"At June 1 (x 1,000)",v62220,9.1,193.0
1954,Alberta,"At June 1 (x 1,000)",v62220,9.1,181.0
1955,Alberta,"At June 1 (x 1,000)",v62220,9.1,164.0
1956,Alberta,"At June 1 (x 1,000)",v62220,9.1,154.6
1957,Alberta,"At June 1 (x 1,000)",v62220,9.1,141.0
1958,Alberta,"At June 1 (x 1,000)",v62220,9.1,133.0
1959,Alberta,"At June 1 (x 1,000)",v62220,9.1,125.0
1960,Alberta,"At June 1 (x 1,000)",v62220,9.1,121.0
1961,Alberta,"At June 1 (x 1,000)",v62220,9.1,113.2
1962,Alberta,"At June 1 (x 1,000)",v62220,9.1,109.0
1963,Alberta,"At June 1 (x 1,000)",v62220,9.1,105.0
1964,Alberta,"At June 1 (x 1,000)",v62220,9.1,100.0
1965,Alberta,"At June 1 (x 1,000)",v62220,9.1,95.0
1966,Alberta,"At June 1 (x 1,000)",v62220,9.1,93.7
1967,Alberta,"At June 1 (x 1,000)",v62220,9.1,90.0
1968,Alberta,"At June 1 (x 1,000)",v62220,9.1,88.0
1969,Alberta,"At June 1 (x 1,000)",v62220,9.1,90.0
1970,Alberta,"At June 1 (x 1,000)",v62220,9.1,90.0
1971,Alberta,"At June 1 (x 1,000)",v62220,9.1,88.8
1972,Alberta,"At June 1 (x 1,000)",v62220,9.1,89.0
1973,Alberta,"At June 1 (x 1,000)",v62220,9.1,87.0
1941,Alberta,"At December 1 (x 1,000)",v62230,9.2,635.0
1942,Alberta,"At December 1 (x 1,000)",v62230,9.2,629.0
1943,Alberta,"At December 1 (x 1,000)",v62230,9.2,594.0
1944,Alberta,"At December 1 (x 1,000)",v62230,9.2,566.0
1945,Alberta,"At December 1 (x 1,000)",v62230,9.2,516.0
1946,Alberta,"At December 1 (x 1,000)",v62230,9.2,438.0
1947,Alberta,"At December 1 (x 1,000)",v62230,9.2,386.0
1948,Alberta,"At December 1 (x 1,000)",v62230,9.2,348.0
1949,Alberta,"At December 1 (x 1,000)",v62230,9.2,317.0
1950,Alberta,"At December 1 (x 1,000)",v62230,9.2,279.0
1951,Alberta,"At December 1 (x 1,000)",v62230,9.2,243.0
1952,Alberta,"At December 1 (x 1,000)",v62230,9.2,233.0
1953,Alberta,"At December 1 (x 1,000)",v62230,9.2,183.0
1954,Alberta,"At December 1 (x 1,000)",v62230,9.2,173.0
1955,Alberta,"At December 1 (x 1,000)",v62230,9.2,159.0
1956,Alberta,"At December 1 (x 1,000)",v62230,9.2,147.0
1957,Alberta,"At December 1 (x 1,000)",v62230,9.2,135.0
1958,Alberta,"At December 1 (x 1,000)",v62230,9.2,128.0
1959,Alberta,"At December 1 (x 1,000)",v62230,9.2,122.0
1960,Alberta,"At December 1 (x 1,000)",v62230,9.2,116.0
1961,Alberta,"At December 1 (x 1,000)",v62230,9.2,111.0
1962,Alberta,"At December 1 (x 1,000)",v62230,9.2,105.0
1963,Alberta,"At December 1 (x 1,000)",v62230,9.2,103.0
1964,Alberta,"At December 1 (x 1,000)",v62230,9.2,98.0
1965,Alberta,"At December 1 (x 1,000)",v62230,9.2,95.0
1966,Alberta,"At December 1 (x 1,000)",v62230,9.2,87.0
1967,Alberta,"At December 1 (x 1,000)",v62230,9.2,85.0
1968,Alberta,"At December 1 (x 1,000)",v62230,9.2,87.0
1969,Alberta,"At December 1 (x 1,000)",v62230,9.2,92.0
1970,Alberta,"At December 1 (x 1,000)",v62230,9.2,90.0
1971,Alberta,"At December 1 (x 1,000)",v62230,9.2,89.9
1972,Alberta,"At December 1 (x 1,000)",v62230,9.2,85.0
1906,British Columbia,"At June 1 (x 1,000)",v62221,10.1,43.5
1907,British Columbia,"At June 1 (x 1,000)",v62221,10.1,45.0
1908,British Columbia,"At June 1 (x 1,000)",v62221,10.1,46.4
1909,British Columbia,"At June 1 (x 1,000)",v62221,10.1,48.8
1910,British Columbia,"At June 1 (x 1,000)",v62221,10.1,54.0
1911,British Columbia,"At June 1 (x 1,000)",v62221,10.1,57.4
1912,British Columbia,"At June 1 (x 1,000)",v62221,10.1,60.5
1913,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.0
1914,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.9
1915,British Columbia,"At June 1 (x 1,000)",v62221,10.1,64.4
1916,British Columbia,"At June 1 (x 1,000)",v62221,10.1,65.2
1917,British Columbia,"At June 1 (x 1,000)",v62221,10.1,65.1
1918,British Columbia,"At June 1 (x 1,000)",v62221,10.1,58.6
1919,British Columbia,"At June 1 (x 1,000)",v62221,10.1,58.8
1920,British Columbia,"At June 1 (x 1,000)",v62221,10.1,60.0
1921,British Columbia,"At June 1 (x 1,000)",v62221,10.1,61.4
1922,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.6
1923,British Columbia,"At June 1 (x 1,000)",v62221,10.1,63.6
1924,British Columbia,"At June 1 (x 1,000)",v62221,10.1,61.9
1925,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.1
1926,British Columbia,"At June 1 (x 1,000)",v62221,10.1,64.2
1927,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.9
1928,British Columbia,"At June 1 (x 1,000)",v62221,10.1,61.0
1929,British Columbia,"At June 1 (x 1,000)",v62221,10.1,62.4
1930,British Columbia,"At June 1 (x 1,000)",v62221,10.1,59.3
1931,British Columbia,"At June 1 (x 1,000)",v62221,10.1,57.2
1932,British Columbia,"At June 1 (x 1,000)",v62221,10.1,56.7
1933,British Columbia,"At June 1 (x 1,000)",v62221,10.1,56.6
1934,British Columbia,"At June 1 (x 1,000)",v62221,10.1,55.2
1935,British Columbia,"At June 1 (x 1,000)",v62221,10.1,55.5
1936,British Columbia,"At June 1 (x 1,000)",v62221,10.1,55.9
1937,British Columbia,"At June 1 (x 1,000)",v62221,10.1,56.1
1938,British Columbia,"At June 1 (x 1,000)",v62221,10.1,59.7
1939,British Columbia,"At June 1 (x 1,000)",v62221,10.1,59.9
1940,British Columbia,"At June 1 (x 1,000)",v62221,10.1,61.5
1941,British Columbia,"At June 1 (x 1,000)",v62221,10.1,63.0
1942,British Columbia,"At June 1 (x 1,000)",v62221,10.1,61.4
1943,British Columbia,"At June 1 (x 1,000)",v62221,10.1,60.9
1944,British Columbia,"At June 1 (x 1,000)",v62221,10.1,59.7
1945,British Columbia,"At June 1 (x 1,000)",v62221,10.1,57.6
1946,British Columbia,"At June 1 (x 1,000)",v62221,10.1,53.7
1947,British Columbia,"At June 1 (x 1,000)",v62221,10.1,49.5
1948,British Columbia,"At June 1 (x 1,000)",v62221,10.1,46.3
1949,British Columbia,"At June 1 (x 1,000)",v62221,10.1,44.0
1950,British Columbia,"At June 1 (x 1,000)",v62221,10.1,40.4
1951,British Columbia,"At June 1 (x 1,000)",v62221,10.1,36.1
1952,British Columbia,"At June 1 (x 1,000)",v62221,10.1,34.0
1953,British Columbia,"At June 1 (x 1,000)",v62221,10.1,30.0
1954,British Columbia,"At June 1 (x 1,000)",v62221,10.1,30.0
1955,British Columbia,"At June 1 (x 1,000)",v62221,10.1,28.0
1956,British Columbia,"At June 1 (x 1,000)",v62221,10.1,26.8
1957,British Columbia,"At June 1 (x 1,000)",v62221,10.1,25.4
1958,British Columbia,"At June 1 (x 1,000)",v62221,10.1,24.0
1959,British Columbia,"At June 1 (x 1,000)",v62221,10.1,23.0
1960,British Columbia,"At June 1 (x 1,000)",v62221,10.1,22.5
1961,British Columbia,"At June 1 (x 1,000)",v62221,10.1,23.9
1962,British Columbia,"At June 1 (x 1,000)",v62221,10.1,24.0
1963,British Columbia,"At June 1 (x 1,000)",v62221,10.1,24.0
1964,British Columbia,"At June 1 (x 1,000)",v62221,10.1,28.0
1965,British Columbia,"At June 1 (x 1,000)",v62221,10.1,25.0
1966,British Columbia,"At June 1 (x 1,000)",v62221,10.1,26.5
1967,British Columbia,"At June 1 (x 1,000)",v62221,10.1,28.0
1968,British Columbia,"At June 1 (x 1,000)",v62221,10.1,32.0
1969,British Columbia,"At June 1 (x 1,000)",v62221,10.1,31.0
1970,British Columbia,"At June 1 (x 1,000)",v62221,10.1,32.0
1971,British Columbia,"At June 1 (x 1,000)",v62221,10.1,32.5
1972,British Columbia,"At June 1 (x 1,000)",v62221,10.1,34.0
1973,British Columbia,"At June 1 (x 1,000)",v62221,10.1,34.0
1941,British Columbia,"At December 1 (x 1,000)",v62231,10.2,61.5
1942,British Columbia,"At December 1 (x 1,000)",v62231,10.2,60.7
1943,British Columbia,"At December 1 (x 1,000)",v62231,10.2,60.1
1944,British Columbia,"At December 1 (x 1,000)",v62231,10.2,58.2
1945,British Columbia,"At December 1 (x 1,000)",v62231,10.2,54.2
1946,British Columbia,"At December 1 (x 1,000)",v62231,10.2,51.1
1947,British Columbia,"At December 1 (x 1,000)",v62231,10.2,47.9
1948,British Columbia,"At December 1 (x 1,000)",v62231,10.2,43.9
1949,British Columbia,"At December 1 (x 1,000)",v62231,10.2,41.7
1950,British Columbia,"At December 1 (x 1,000)",v62231,10.2,39.2
1951,British Columbia,"At December 1 (x 1,000)",v62231,10.2,35.0
1952,British Columbia,"At December 1 (x 1,000)",v62231,10.2,31.0
1953,British Columbia,"At December 1 (x 1,000)",v62231,10.2,30.0
1954,British Columbia,"At December 1 (x 1,000)",v62231,10.2,30.0
1955,British Columbia,"At December 1 (x 1,000)",v62231,10.2,28.0
1956,British Columbia,"At December 1 (x 1,000)",v62231,10.2,26.5
1957,British Columbia,"At December 1 (x 1,000)",v62231,10.2,25.0
1958,British Columbia,"At December 1 (x 1,000)",v62231,10.2,24.0
1959,British Columbia,"At December 1 (x 1,000)",v62231,10.2,23.0
1960,British Columbia,"At December 1 (x 1,000)",v62231,10.2,23.0
1961,British Columbia,"At December 1 (x 1,000)",v62231,10.2,24.0
1962,British Columbia,"At December 1 (x 1,000)",v62231,10.2,24.0
1963,British Columbia,"At December 1 (x 1,000)",v62231,10.2,26.0
1964,British Columbia,"At December 1 (x 1,000)",v62231,10.2,26.0
1965,British Columbia,"At December 1 (x 1,000)",v62231,10.2,25.0
1966,British Columbia,"At December 1 (x 1,000)",v62231,10.2,27.0
1967,British Columbia,"At December 1 (x 1,000)",v62231,10.2,28.0
1968,British Columbia,"At December 1 (x 1,000)",v62231,10.2,30.0
1969,British Columbia,"At December 1 (x 1,000)",v62231,10.2,31.0
1970,British Columbia,"At December 1 (x 1,000)",v62231,10.2,34.0
1971,British Columbia,"At December 1 (x 1,000)",v62231,10.2,35.0
1972,British Columbia,"At December 1 (x 1,000)",v62231,10.2,33.0
